TargetUser,ClusterID,OtherUser,Similarity,CommonItems
A1ER5AYS3FQ9O3,1,A2JCJJNY43QQIV,1.0000000000000002,3
A1ER5AYS3FQ9O3,1,ATRCOW9I4MLUX,1.0,1
A1ER5AYS3FQ9O3,1,A3A84C8X530RHK,1.0,1
A1ER5AYS3FQ9O3,1,A39PZJCRS98E6P,1.0,1
A1ER5AYS3FQ9O3,1,AAG0O8X2PYE6G,1.0,1
A1ER5AYS3FQ9O3,1,A33H0WC9MI8OVW,1.0,1
A1ER5AYS3FQ9O3,1,A12DQZKRKTNF5E,1.0,1
A1ER5AYS3FQ9O3,1,A1QNYLBG73QRNF,1.0,1
A1ER5AYS3FQ9O3,1,A5GPH59NDWJRB,1.0,1
A1ER5AYS3FQ9O3,1,A29XHYH7Z6H5I5,1.0,1
A1ER5AYS3FQ9O3,1,A20GBCEU1N99Z6,1.0,1
A1ER5AYS3FQ9O3,1,A1OGCPMSIVK7G4,1.0,1
A1ER5AYS3FQ9O3,1,A1ODOGXEYECQQ8,1.0,1
A1ER5AYS3FQ9O3,1,A1T1YSCDW0PD25,1.0,1
A1ER5AYS3FQ9O3,1,A2OBDNQ5ZYU1L8,1.0,1
A1ER5AYS3FQ9O3,1,A11HMUYEDUOLAI,1.0,1
A1ER5AYS3FQ9O3,1,A27GITTN6AVW5I,1.0,1
A1ER5AYS3FQ9O3,1,A1IU7S4HCK1XK0,1.0,1
A1ER5AYS3FQ9O3,1,A1HCL545YWXM1S,1.0,1
A1ER5AYS3FQ9O3,1,A155YL0Y0GKUW5,1.0,1
A1ER5AYS3FQ9O3,1,A3ENX1Y48DJQVK,1.0,1
A1ER5AYS3FQ9O3,1,A22EF10EHKYULU,1.0,1
A1ER5AYS3FQ9O3,1,A3CL2MI40GZGPR,1.0,1
A1ER5AYS3FQ9O3,1,A22I55P15NSAOX,1.0,1
A1ER5AYS3FQ9O3,1,A2BH04B9G9LOYA,1.0,1
A1ER5AYS3FQ9O3,1,A31TGBP7B8YJWI,1.0,1
A1ER5AYS3FQ9O3,1,A3D822N1K2IAQD,1.0,1
A1ER5AYS3FQ9O3,1,A1SJN10JTU3BON,1.0,1
A1ER5AYS3FQ9O3,1,A1NTJYICMJZMET,1.0,1
A1ER5AYS3FQ9O3,1,A2MOD50IHEDH3G,1.0,1
A1ER5AYS3FQ9O3,1,A3NGOG8Z78AZSD,1.0,1
A1ER5AYS3FQ9O3,1,A810PNCBZXIYJ,1.0,1
A1ER5AYS3FQ9O3,1,A23GFTVIETX7DS,1.0,1
A1ER5AYS3FQ9O3,1,AIUGQ4PNB8T6P,1.0,1
A1ER5AYS3FQ9O3,1,A1IBKN1GXYJ3K4,1.0,1
A1ER5AYS3FQ9O3,1,A1W4Q8AZ4OR46F,1.0,1
A1ER5AYS3FQ9O3,1,A2UQIQUOAB47OT,1.0,1
A1ER5AYS3FQ9O3,1,A1GNYV0RA0EQSS,1.0,1
