user,avg_common,max_common,min_common,ClusterID,avg_common_z,max_common_z,min_common_z
A00222906VX8GH7X6J6B,0.34406623735050595,3,1,4,1.300575049621761,1.0106332625455239,0.0
A0157766PDHFP9ZHMWHK,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A0269980Q6K7E9SH4XN9,0.06942655627108249,2,1,12,-0.7529911047611668,0.26998670168856603,0.0
A0290654U8KLU1PQ587E,0.02808954308494327,1,1,10,-1.0620807849876281,-0.4706598591683918,0.0
A0327576DAORMC7JHM7G,0.032321373811714196,3,1,12,-1.0304380729169667,1.0106332625455239,0.0
A10026T3945WRR,0.07641827660226924,2,1,12,-0.700711841340074,0.26998670168856603,0.0
A1008SBPI5S3MC,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A1011XKY42AIQT,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A101BLOIGGROHL,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10299KLOWWYV3,0.33768782582030055,2,1,5,1.2528816865007644,0.26998670168856603,0.0
A102R6G6WVWF23,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A1030R3R8C4D6M,0.029745476847592763,2,1,12,-1.0496988541773693,0.26998670168856603,0.0
A10326UR2YLC3X,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A103C93Y5E49IT,0.3398957375038332,2,1,5,1.269390927581109,0.26998670168856603,0.0
A103EL4VNCWO6X,0.34044771542471636,2,1,5,1.2735182378511956,0.26998670168856603,0.0
A103EOBOXPLZHN,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A103LBYMCBTO4E,0.02821220484513953,1,1,10,-1.061163604927609,-0.4706598591683918,0.0
A104IE9P4YZBAF,0.3370131861392211,2,1,5,1.2478371961706587,0.26998670168856603,0.0
A104OM4Z769HJV,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A1057LLNRNX42J,0.33750383318000615,2,1,5,1.2515059164107354,0.26998670168856603,0.0
A1059G21G30LKF,0.10174793008279669,2,1,12,-0.5113141589461149,0.26998670168856603,0.0
A105UEEJF2VEXB,0.0681999386691199,1,1,1,-0.7621629053613587,-0.4706598591683918,0.0
A106016KSI0YQ,0.003495860165593376,1,1,8,-1.2459753870214723,-0.4706598591683918,0.0
A10625DLXSNPXK,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A106CQMPTNZ30E,0.030910763569457222,2,1,12,-1.0409856436071871,0.26998670168856603,0.0
A106NJXHMNPVYO,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A106UNP1SBEY2A,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A107JW2UUSRA9F,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A107KHNRIVYKF0,0.004599816007359705,1,1,8,-1.2377207664812997,-0.4706598591683918,0.0
A107M10XGU6YFI,0.01962588163140141,2,1,12,-1.125366209128951,0.26998670168856603,0.0
A1086CJR4EMIHU,0.043851579270162526,3,1,12,-0.9442231472751643,1.0106332625455239,0.0
A108LXID1PLTVE,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A108P7N68RZVSG,0.0681999386691199,1,1,1,-0.7621629053613587,-0.4706598591683918,0.0
A108UJC8MQ0REU,0.3405090463048145,2,1,5,1.2739768278812051,0.26998670168856603,0.0
A108Z49RERJK4O,0.11536338546458141,3,1,12,-0.4095071722839867,1.0106332625455239,0.0
A1098L0LKH7JGD,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10AAULK3SQEK1,0.3487887151180619,2,1,5,1.3358864819324991,0.26998670168856603,0.0
A10AT9H6H4KMIN,0.035633241337013184,1,1,10,-1.005674211296449,-0.4706598591683918,0.0
A10B8BDEMV27YV,0.3397117448635388,2,1,5,1.2680151574910803,0.26998670168856603,0.0
A10BB2003PWO2A,0.0068690585709904935,1,1,8,-1.220752935370945,-0.4706598591683918,0.0
A10BHBBO0L1LS2,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10BHLUILIS817,0.0077890217724624344,1,1,8,-1.2138740849208012,-0.4706598591683918,0.0
A10CJN9IL00P5L,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A10D338U43OV5D,0.33915976694265565,3,1,4,1.2638878472209945,1.0106332625455239,0.0
A10D5MCYU1F9T8,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10DBRZT33A13E,0.3370131861392211,2,1,5,1.2478371961706587,0.26998670168856603,0.0
A10DJ8VDMJOWB2,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A10E2L3LOUSVBB,0.3366452008586323,1,1,13,1.245085655990601,-0.4706598591683918,0.0
A10E2V85B7OZMW,0.3384851272615762,2,1,5,1.2588433568908888,0.26998670168856603,0.0
A10E68OMUK1XZ3,0.3389144434222631,2,1,5,1.2620534871009559,0.26998670168856603,0.0
A10E6TMPOHW2RN,0.0681999386691199,1,1,1,-0.7621629053613587,-0.4706598591683918,0.0
A10EX11A3K8LW3,0.3365838699785342,2,1,5,1.2446270659605914,0.26998670168856603,0.0
A10F2X0CSDI7HI,0.3382398037411837,2,1,5,1.2570089967708502,0.26998670168856603,0.0
A10GHFZO2FTISA,0.03428396197485434,1,1,10,-1.0157631919566599,-0.4706598591683918,0.0
A10GN4560LX36A,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A10GUAC6Y8MGR3,0.3365838699785342,1,1,13,1.2446270659605914,-0.4706598591683918,0.0
A10GVURF3ODP35,0.0012266176019625882,1,1,8,-1.262943218131827,-0.4706598591683918,0.0
A10H24TDLK2VDP,0.02379638147807421,6,1,7,-1.0941820870882992,3.232572945116398,0.0
A10HOR29YKPBLG,0.005765102729224164,1,1,8,-1.2290075559111175,-0.4706598591683918,0.0
A10HP7E79M8THI,0.01643667586629868,1,1,8,-1.1492128906894494,-0.4706598591683918,0.0
A10HVWYMUKMXNY,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10I7MYH5IYYWP,0.01643667586629868,2,1,12,-1.1492128906894494,0.26998670168856603,0.0
A10ICO1J7I7OWX,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10IDO1NOOPUPO,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10IZ2PZW0L0IX,0.01649800674639681,2,1,12,-1.1487543006594398,0.26998670168856603,0.0
A10JGZOP4NWDB5,0.0723704385157927,2,1,12,-0.7309787833207068,0.26998670168856603,0.0
A10JW886YGWWCI,0.012143514259429623,1,1,8,-1.1813141927901207,-0.4706598591683918,0.0
A10K6Q7MF24HFH,0.33854645814167433,2,1,5,1.2593019469208984,0.26998670168856603,0.0
A10KS3W3LOE1BP,0.33670653173873044,2,1,5,1.2455442460206108,0.26998670168856603,0.0
A10L7EFXD4EKYL,0.3424103035878565,2,1,5,1.2881931188115026,0.26998670168856603,0.0
A10LBBLZAPVZGY,0.0012266176019625882,1,1,8,-1.262943218131827,-0.4706598591683918,0.0
A10LECVUQHBTBK,0.18693652253909843,2,1,2,0.12566739273720062,0.26998670168856603,0.0
A10LI6OOBOCVQP,0.016375344986200552,1,1,8,-1.149671480719459,-0.4706598591683918,0.0
A10LUW2QICB4A,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A10M8UP7JIADQ8,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10NLY8B4CVFU3,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10NT6AMRIZEY6,0.33750383318000615,2,1,5,1.2515059164107354,0.26998670168856603,0.0
A10OL407338OQO,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A10ONZJPXOK6G7,0.01649800674639681,2,1,12,-1.1487543006594398,0.26998670168856603,0.0
A10OXEYP78Q045,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A10P4T42VZFO8J,0.027537565164060106,1,1,10,-1.0662080952577144,-0.4706598591683918,0.0
A10P8UG177H2XR,0.3403250536645201,4,1,4,1.2726010577911764,1.751279823402482,0.0
A10PEXB6XAQ5XF,0.1376264949402024,6,1,7,-0.2430389913905067,3.232572945116398,0.0
A10PWWO4ONUQ57,0.3383011346212818,2,1,5,1.25746758680086,0.26998670168856603,0.0
A10Q38IEZ0IRT6,0.020116528672186447,1,1,10,-1.1216974888888744,-0.4706598591683918,0.0
A10QARTW4Q9UKV,0.03428396197485434,1,1,10,-1.0157631919566599,-0.4706598591683918,0.0
A10QMEDMKBKUAK,0.33842379638147807,2,1,5,1.2583847668608792,0.26998670168856603,0.0
A10QU8ROQX6JOS,0.3366452008586323,1,1,13,1.245085655990601,-0.4706598591683918,0.0
A10QX5POMR4YV1,0.010794234897270777,1,1,8,-1.1914031734503314,-0.4706598591683918,0.0
A10S0YXM1YHKTX,0.342164980067464,2,1,5,1.286358758691464,0.26998670168856603,0.0
A10SZUOF35JC4,0.03428396197485434,1,1,10,-1.0157631919566599,-0.4706598591683918,0.0
A10T3QUN85CQSO,0.048880711438209136,3,1,12,-0.9066187648143784,1.0106332625455239,0.0
A10TP9TBD5JT41,0.10119595216191353,2,1,12,-0.515441469216201,0.26998670168856603,0.0
A10TW7ZKYMKJAG,0.19049371358478995,2,1,2,0.15226561447775674,0.26998670168856603,0.0
A10V4G0N3SC2DT,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10V7MGRFMZVK2,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10V80829JH4QE,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10V9JDGF4UVG0,0.011223551057957682,1,1,8,-1.1881930432402643,-0.4706598591683918,0.0
A10VJ1DZVIQYDI,0.3422263109475621,2,1,5,1.2868173487214736,0.26998670168856603,0.0
A10VLFH6OM64WC,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A10W830P0OLLGD,0.1908616988653787,2,1,2,0.15501715465781415,0.26998670168856603,0.0
A10WE4JQOHF6H2,0.33750383318000615,2,1,5,1.2515059164107354,0.26998670168856603,0.0
A10WJQDSMBT6MN,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10WNL91TW447U,0.036859858938975774,2,1,12,-0.9965024106962572,0.26998670168856603,0.0
A10XDCR102WDRV,0.09996933455995094,2,1,12,-0.5246132698163928,0.26998670168856603,0.0
A10XEJ092UTP0R,0.030604109168966574,1,1,10,-1.043278593757235,-0.4706598591683918,0.0
A10XT1Y0D5S4U7,0.0681999386691199,1,1,1,-0.7621629053613587,-0.4706598591683918,0.0
A10XYP79R2V86O,0.09880404783808648,1,1,1,-0.5333264803865749,-0.4706598591683918,0.0
A10Y0ECRTRXHO2,0.010794234897270777,1,1,8,-1.1914031734503314,-0.4706598591683918,0.0
A10YSPCF8TNX0O,0.03428396197485434,1,1,10,-1.0157631919566599,-0.4706598591683918,0.0
A10YYNZ1AP0PMK,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A10Z3AXTYY9AWF,0.342164980067464,2,1,5,1.286358758691464,0.26998670168856603,0.0
A10Z72JAEI1HCU,0.015884697945415516,3,1,12,-1.1533402009595357,1.0106332625455239,0.0
A10ZBR6O8S8OCY,0.04084636614535419,7,1,7,-0.9666940587456341,3.9732195059733555,0.0
A10ZOZ1GZZV0UU,0.3376264949402024,2,1,5,1.2524230964707548,0.26998670168856603,0.0
A1108RMC10BXZ1,0.18675252989880406,1,1,6,0.12429162264717203,-0.4706598591683918,0.0
A110HRIQM7HJE9,0.33652253909843605,1,1,11,1.2441684759305818,-0.4706598591683918,0.0
A1118BYO6JXAWN,0.00619441888991107,2,1,12,-1.2257974257010504,0.26998670168856603,0.0
